,Los Angeles,San Francisco,San Diego,Las Vegas,Phoenix,Seattle,Denver,Miami,New York,Chicago,Boston,Washington DC
1993-08-01,79.482712739513,66.951066896822,74.182396802583,82.397914710475,68.446558556985,68.009811346864,59.53391322993,82.027202552035,76.275551769782,77.627673985173,65.732347732081,88.924336636499
1993-09-01,79.045258619042,66.83162536459,74.270598252337,82.876776594562,68.989920243404,68.723599504322,60.141203069725,82.354517276373,76.333497243493,77.812339234676,65.848089354792,88.794694015355
1993-10-01,78.382411944574,66.772023833777,74.259585028663,83.142291487147,69.290030909353,69.151281628102,60.842266070443,82.614146899021,76.501850486559,78.112284307862,65.884428874467,88.622472705437
1993-11-01,78.230524044683,66.724370375363,74.305430337266,83.740228718886,69.796166984427,69.658695032057,61.429606784837,82.47747675774,76.73839144388,78.426133588848,66.223636862623,88.50734274433
1993-12-01,77.572213624362,66.630978472182,74.106094934184,83.796499229703,70.126537706237,69.902747984533,62.243346655213,82.714224244342,76.803945100463,79.106541723644,66.517025638746,88.835724434291
1994-01-01,77.395051806263,66.634809327063,74.270209353312,83.972790079243,70.598597984328,70.566800317899,62.819176537005,83.360830722896,76.84823089472,80.194479457187,66.818000358273,88.98846669932
1994-02-01,77.444378592746,66.648560751433,74.107179972864,83.755346377544,71.027758442998,70.408848403813,63.479289506351,84.349337595674,76.910181231224,80.170725614409,67.067877464318,89.021173073609
1994-03-01,77.2626512787,67.321860803324,74.014579960736,84.077168279728,71.429347723984,70.383237843749,63.9400281396,85.173859406306,77.239517703974,80.079418851644,67.468920183216,89.305351647675
1994-04-01,77.085423669947,67.418577154546,74.020443722033,84.400487798782,71.915447119019,70.655666476208,64.548828803286,85.074728526409,77.59430173003,80.204889035997,68.026223076839,89.481146129357
1994-05-01,76.665131947414,67.537251642477,74.247316814001,85.440746566,72.216243203242,71.222028390643,65.046303657052,85.060853529024,77.967216750843,80.56874539076,67.930910460906,89.789237651613
1994-06-01,76.435033965188,67.612727606077,74.441342063608,85.927488802309,72.48424118144,71.40606555492,65.605165075368,85.288668321753,78.058275278435,80.615509703415,68.127174979411,90.091046741896
1994-07-01,76.409828610259,67.640450476334,74.553319982729,86.294181209115,72.866681606699,71.484649800218,65.962319398051,85.646545472114,78.241292547111,80.659729532245,68.16303369079,90.180551490405
1994-08-01,76.409722543401,67.68213571288,74.189142422846,86.069530981716,73.268605295014,71.368373776085,66.298226898888,85.998049958335,78.34212842869,80.910095881877,68.28706101355,90.079346765193
1994-09-01,76.434335694401,67.543090425272,73.705265479984,86.174940366109,73.767008252598,71.471480782145,66.515389975538,86.164271269212,78.414610879372,81.175846618793,68.441925348089,90.054675807128
